Transaction_ID,Customer_ID,Transaction_Type,Source_Country,Destination_Country,Source_City,Destination_City,Source_Currency,Destination_Currency,Exchange_Rate,Amount,Converted_Amount,Fee_Charged,Tax,Total_Cost,Sharia_Compliant,Contract_Type,Transaction_Date,Transaction_Time,Processing_Time_Seconds,Fraud_Flag,AML_Flag,Risk_Score,Channel,Device_Type
TXN004661,CUST4660,Transfer,UK,UAE,,,,,,,,44.43650875206474,,,Yes,Salam,,,74.06943636713015,,,22,,
TXN004662,CUST4661,Transfer,UK,UAE,,,,,,,,40.26559802364564,,,Yes,Salam,,,60.93754326080183,,,24,,
TXN004663,CUST4662,Transfer,UK,UAE,,,,,,,,41.608871175259175,,,Yes,Murabaha,,,65.10732681850932,,,11,,
TXN004664,CUST4663,Transfer,UK,UAE,,,,,,,,48.89478462929195,,,Yes,Other,,,62.52440620309296,,,19,,
TXN004665,CUST4664,Transfer,UK,UAE,,,,,,,,44.61353719187272,,,Yes,Other,,,57.10674003774458,,,22,,
TXN004666,CUST4665,Transfer,UK,UAE,,,,,,,,40.33907401807746,,,Yes,Salam,,,66.66627816299376,,,6,,
TXN004667,CUST4666,Transfer,UK,UAE,,,,,,,,44.996321257442204,,,Yes,Ijara,,,61.17843854161875,,,17,,
TXN004668,CUST4667,Transfer,UK,UAE,,,,,,,,39.98666195709659,,,Yes,Other,,,65.12859902943528,,,22,,
TXN004669,CUST4668,Transfer,UK,UAE,,,,,,,,37.53779307412942,,,Yes,Salam,,,58.474340058070396,,,1,,
TXN004670,CUST4669,Transfer,UK,UAE,,,,,,,,46.07748425762396,,,Yes,Salam,,,61.20091733053548,,,20,,
TXN004671,CUST4670,Transfer,UK,UAE,,,,,,,,43.68450290630808,,,Yes,Murabaha,,,61.027752764875494,,,5,,
TXN004672,CUST4671,Transfer,UK,UAE,,,,,,,,42.208258963308246,,,Yes,Other,,,65.25307481887884,,,1,,
TXN004673,CUST4672,Transfer,UK,UAE,,,,,,,,37.80371496277147,,,Yes,Salam,,,64.03921916458594,,,13,,
TXN004674,CUST4673,Transfer,UK,UAE,,,,,,,,41.85401724615102,,,Yes,Ijara,,,61.61703153101313,,,1,,
TXN004675,CUST4674,Transfer,UK,UAE,,,,,,,,43.376679814650856,,,Yes,Murabaha,,,60.65027910718138,,,12,,
TXN004676,CUST4675,Transfer,UK,UAE,,,,,,,,39.30327521014624,,,Yes,Other,,,64.0745506591595,,,9,,
TXN004677,CUST4676,Transfer,UK,UAE,,,,,,,,42.92677812763443,,,Yes,Ijara,,,63.488576873289595,,,22,,
TXN004678,CUST4677,Transfer,UK,UAE,,,,,,,,47.45095925579526,,,Yes,Other,,,63.14461656274989,,,13,,
TXN004679,CUST4678,Transfer,UK,UAE,,,,,,,,43.47985231237978,,,Yes,Salam,,,72.34670168409797,,,10,,
TXN004680,CUST4679,Transfer,UK,UAE,,,,,,,,44.55301483350625,,,Yes,Salam,,,65.25968169941537,,,16,,
TXN004681,CUST4680,Transfer,UK,UAE,,,,,,,,41.48050491700316,,,Yes,Murabaha,,,72.12016749900246,,,6,,
TXN004682,CUST4681,Transfer,UK,UAE,,,,,,,,39.64672349942939,,,Yes,Ijara,,,62.15247025010489,,,21,,
TXN004683,CUST4682,Transfer,UK,UAE,,,,,,,,41.115385450843256,,,Yes,Other,,,62.25793370393966,,,22,,
TXN004684,CUST4683,Transfer,UK,UAE,,,,,,,,45.96479827062759,,,Yes,Murabaha,,,59.97289982472529,,,8,,
TXN004685,CUST4684,Transfer,UK,UAE,,,,,,,,42.50818470956205,,,Yes,Other,,,64.0095368576677,,,23,,
TXN004686,CUST4685,Transfer,UK,UAE,,,,,,,,42.19327382189437,,,Yes,Murabaha,,,60.87168389342,,,7,,
TXN004687,CUST4686,Transfer,UK,UAE,,,,,,,,41.283200021696324,,,Yes,Ijara,,,60.15921162576211,,,13,,
TXN004688,CUST4687,Transfer,UK,UAE,,,,,,,,38.98564045929377,,,Yes,Ijara,,,52.99849582791316,,,17,,
TXN004689,CUST4688,Transfer,UK,UAE,,,,,,,,46.90211317462254,,,Yes,Salam,,,69.82922579491792,,,12,,
TXN004690,CUST4689,Transfer,UK,UAE,,,,,,,,42.17578910190375,,,Yes,Other,,,60.58367655832105,,,11,,
TXN004691,CUST4690,Transfer,UK,UAE,,,,,,,,41.20538871848201,,,Yes,Murabaha,,,69.87485715790575,,,6,,
TXN004692,CUST4691,Transfer,UK,UAE,,,,,,,,43.0391657328215,,,Yes,Murabaha,,,62.01876227027483,,,15,,
TXN004693,CUST4692,Transfer,UK,UAE,,,,,,,,41.21133111206673,,,Yes,Murabaha,,,65.72292446535658,,,5,,
TXN004694,CUST4693,Transfer,UK,UAE,,,,,,,,43.738664110388484,,,Yes,Salam,,,62.871494813873575,,,16,,
TXN004695,CUST4694,Transfer,UK,UAE,,,,,,,,40.74626036518226,,,Yes,Murabaha,,,64.57350256991973,,,24,,
TXN004696,CUST4695,Transfer,UK,UAE,,,,,,,,43.17078748786585,,,Yes,Other,,,57.45481918165751,,,11,,
TXN004697,CUST4696,Transfer,UK,UAE,,,,,,,,42.64229296415777,,,Yes,Salam,,,68.41175065994469,,,10,,
TXN004698,CUST4697,Transfer,UK,UAE,,,,,,,,48.3664106522878,,,Yes,Salam,,,60.66579841129764,,,8,,
TXN004699,CUST4698,Transfer,UK,UAE,,,,,,,,48.53139169241375,,,Yes,Ijara,,,67.12838317805381,,,24,,
TXN004700,CUST4699,Transfer,UK,UAE,,,,,,,,45.16242262859848,,,Yes,Other,,,55.19664808741005,,,5,,
TXN004701,CUST4700,Transfer,UK,UAE,,,,,,,,42.535114451796225,,,Yes,Ijara,,,58.72745426593073,,,10,,
TXN004702,CUST4701,Transfer,UK,UAE,,,,,,,,45.20919571485855,,,Yes,Ijara,,,64.35891050039137,,,10,,
TXN004703,CUST4702,Transfer,UK,UAE,,,,,,,,45.11362981509965,,,Yes,Salam,,,61.681835021750324,,,1,,
TXN004704,CUST4703,Transfer,UK,UAE,,,,,,,,41.389394224645095,,,Yes,Salam,,,64.78431628184231,,,13,,
TXN004705,CUST4704,Transfer,UK,UAE,,,,,,,,37.85107242681356,,,Yes,Murabaha,,,63.53791806047688,,,20,,
TXN004706,CUST4705,Transfer,UK,UAE,,,,,,,,37.09093614830708,,,Yes,Murabaha,,,71.6397173573243,,,23,,
TXN004707,CUST4706,Transfer,UK,UAE,,,,,,,,42.44294774857818,,,Yes,Other,,,65.20172457268208,,,18,,
TXN004708,CUST4707,Transfer,UK,UAE,,,,,,,,41.28510665437551,,,Yes,Ijara,,,60.33659750748688,,,23,,
TXN004709,CUST4708,Transfer,UK,UAE,,,,,,,,41.167624005662915,,,Yes,Other,,,60.53381820166417,,,5,,
TXN004710,CUST4709,Transfer,UK,UAE,,,,,,,,40.38602206310807,,,Yes,Salam,,,68.52063870231727,,,16,,
TXN004711,CUST4710,Transfer,UK,UAE,,,,,,,,40.25573574977111,,,Yes,Murabaha,,,54.858292089185596,,,6,,
TXN004712,CUST4711,Transfer,UK,UAE,,,,,,,,44.76452075718246,,,Yes,Murabaha,,,65.29597495354334,,,22,,
TXN004713,CUST4712,Transfer,UK,UAE,,,,,,,,33.712522264051884,,,Yes,Murabaha,,,56.92109821587013,,,21,,
TXN004714,CUST4713,Transfer,UK,UAE,,,,,,,,44.56480238099443,,,Yes,Other,,,68.04613767967103,,,10,,
TXN004715,CUST4714,Transfer,UK,UAE,,,,,,,,41.97187971202449,,,Yes,Salam,,,60.338835738338126,,,7,,
TXN004716,CUST4715,Transfer,UK,UAE,,,,,,,,47.12222808343611,,,Yes,Murabaha,,,65.13118000925999,,,20,,
TXN004717,CUST4716,Transfer,UK,UAE,,,,,,,,43.59895804554779,,,Yes,Salam,,,62.68596639310335,,,16,,
TXN004718,CUST4717,Transfer,UK,UAE,,,,,,,,37.60071844104942,,,Yes,Other,,,55.56652112866219,,,1,,
TXN004719,CUST4718,Transfer,UK,UAE,,,,,,,,37.18534028690042,,,Yes,Murabaha,,,65.7015997774725,,,7,,
TXN004720,CUST4719,Transfer,UK,UAE,,,,,,,,39.372747148222764,,,Yes,Other,,,58.89566875083437,,,12,,
TXN004721,CUST4720,Transfer,UK,UAE,,,,,,,,43.593919097221445,,,Yes,Murabaha,,,66.5092524112536,,,23,,
TXN004722,CUST4721,Transfer,UK,UAE,,,,,,,,37.66138385709672,,,Yes,Ijara,,,57.490000909120326,,,15,,
TXN004723,CUST4722,Transfer,UK,UAE,,,,,,,,43.13110701317668,,,Yes,Ijara,,,63.71032810677156,,,2,,
TXN004724,CUST4723,Transfer,UK,UAE,,,,,,,,44.90723938099963,,,Yes,Murabaha,,,62.69532255367012,,,18,,
TXN004725,CUST4724,Transfer,UK,UAE,,,,,,,,41.216177832324604,,,Yes,Ijara,,,59.48708093409646,,,4,,
TXN004726,CUST4725,Transfer,UK,UAE,,,,,,,,40.13591273062532,,,Yes,Ijara,,,69.39875031938841,,,13,,
TXN004727,CUST4726,Transfer,UK,UAE,,,,,,,,36.3471141740024,,,Yes,Other,,,62.66771046912401,,,23,,
TXN004728,CUST4727,Transfer,UK,UAE,,,,,,,,47.33028859571534,,,Yes,Other,,,60.391726164032235,,,9,,
TXN004729,CUST4728,Transfer,UK,UAE,,,,,,,,48.28031000030657,,,Yes,Salam,,,63.993776397871144,,,4,,
TXN004730,CUST4729,Transfer,UK,UAE,,,,,,,,46.459474298615305,,,Yes,Ijara,,,55.221591367032424,,,9,,
TXN004731,CUST4730,Transfer,UK,UAE,,,,,,,,41.97011398906343,,,Yes,Ijara,,,74.75849337950544,,,23,,
TXN004732,CUST4731,Transfer,UK,UAE,,,,,,,,42.639017457314665,,,Yes,Ijara,,,57.07152134001679,,,24,,
TXN004733,CUST4732,Transfer,UK,UAE,,,,,,,,44.856810644655155,,,Yes,Salam,,,65.25895559527527,,,1,,
TXN004734,CUST4733,Transfer,UK,UAE,,,,,,,,43.23991177527248,,,Yes,Other,,,62.80558651348809,,,8,,
TXN004735,CUST4734,Transfer,UK,UAE,,,,,,,,33.452153273899484,,,Yes,Murabaha,,,68.40214178623968,,,1,,
TXN004736,CUST4735,Transfer,UK,UAE,,,,,,,,45.55437378981037,,,Yes,Ijara,,,63.38960505039579,,,16,,
TXN004737,CUST4736,Transfer,UK,UAE,,,,,,,,46.45682446369361,,,Yes,Salam,,,59.30853537444343,,,24,,
TXN004738,CUST4737,Transfer,UK,UAE,,,,,,,,46.01535420533739,,,Yes,Murabaha,,,53.210119875536314,,,15,,
TXN004739,CUST4738,Transfer,UK,UAE,,,,,,,,44.15683882267863,,,Yes,Murabaha,,,53.59948381438541,,,15,,
TXN004740,CUST4739,Transfer,UK,UAE,,,,,,,,45.674203158768876,,,Yes,Salam,,,61.309901899415216,,,5,,
TXN004741,CUST4740,Transfer,UK,UAE,,,,,,,,38.56142121093546,,,Yes,Salam,,,69.3517140475538,,,19,,
TXN004742,CUST4741,Transfer,UK,UAE,,,,,,,,42.519315091438266,,,Yes,Ijara,,,54.13925482238075,,,24,,
TXN004743,CUST4742,Transfer,UK,UAE,,,,,,,,40.79405337794451,,,Yes,Ijara,,,71.7468439578333,,,11,,
TXN004744,CUST4743,Transfer,UK,UAE,,,,,,,,47.15418552542634,,,Yes,Other,,,67.9346895001635,,,19,,
TXN004745,CUST4744,Transfer,UK,UAE,,,,,,,,43.351903157480706,,,Yes,Ijara,,,55.75641139112579,,,24,,
TXN004746,CUST4745,Transfer,UK,UAE,,,,,,,,42.32291232607302,,,Yes,Ijara,,,57.074104739339425,,,21,,
TXN004747,CUST4746,Transfer,UK,UAE,,,,,,,,39.746296211166445,,,Yes,Ijara,,,57.57786039736222,,,24,,
TXN004748,CUST4747,Transfer,UK,UAE,,,,,,,,39.62211774969983,,,Yes,Ijara,,,63.99643573970769,,,3,,
TXN004749,CUST4748,Transfer,UK,UAE,,,,,,,,39.41420569562861,,,Yes,Murabaha,,,62.218915939357636,,,22,,
TXN004750,CUST4749,Transfer,UK,UAE,,,,,,,,45.03545356830759,,,Yes,Other,,,62.03186107015696,,,22,,
TXN004751,CUST4750,Transfer,UK,UAE,,,,,,,,44.59387155602139,,,Yes,Murabaha,,,59.97684005408205,,,4,,
TXN004752,CUST4751,Transfer,UK,UAE,,,,,,,,43.550313081039306,,,Yes,Murabaha,,,63.39094636010908,,,21,,
TXN004753,CUST4752,Transfer,UK,UAE,,,,,,,,45.17344783982108,,,Yes,Salam,,,66.68566539959286,,,16,,
TXN004754,CUST4753,Transfer,UK,UAE,,,,,,,,40.38344121093748,,,Yes,Salam,,,61.859008795739236,,,12,,
TXN004755,CUST4754,Transfer,UK,UAE,,,,,,,,37.26899593263293,,,Yes,Other,,,59.18662974032745,,,7,,
TXN004756,CUST4755,Transfer,UK,UAE,,,,,,,,44.84992851995271,,,Yes,Other,,,67.46053710575755,,,1,,
TXN004757,CUST4756,Transfer,UK,UAE,,,,,,,,42.63124459055169,,,Yes,Ijara,,,61.39325915805661,,,24,,
TXN004758,CUST4757,Transfer,UK,UAE,,,,,,,,45.29854312792687,,,Yes,Other,,,65.25984681692451,,,11,,
TXN004759,CUST4758,Transfer,UK,UAE,,,,,,,,44.07826462575785,,,Yes,Murabaha,,,62.00051210366758,,,15,,
TXN004760,CUST4759,Transfer,UK,UAE,,,,,,,,42.57941354641132,,,Yes,Other,,,67.9252090898653,,,19,,
TXN004761,CUST4760,Transfer,UK,UAE,,,,,,,,43.41675866470585,,,Yes,Murabaha,,,68.66621491242877,,,23,,
TXN004762,CUST4761,Transfer,UK,UAE,,,,,,,,47.02726691168426,,,Yes,Other,,,68.49150219633971,,,15,,
TXN004763,CUST4762,Transfer,UK,UAE,,,,,,,,41.92964185450431,,,Yes,Other,,,59.74061974407101,,,9,,
TXN004764,CUST4763,Transfer,UK,UAE,,,,,,,,45.010285669618895,,,Yes,Ijara,,,59.6894120396203,,,13,,
TXN004765,CUST4764,Transfer,UK,UAE,,,,,,,,43.727257981922236,,,Yes,Salam,,,66.86869409045666,,,18,,
TXN004766,CUST4765,Transfer,UK,UAE,,,,,,,,37.7760013453595,,,Yes,Other,,,62.17711060673623,,,23,,
TXN004767,CUST4766,Transfer,UK,UAE,,,,,,,,38.8578478157572,,,Yes,Other,,,62.32898704284384,,,17,,
TXN004768,CUST4767,Transfer,UK,UAE,,,,,,,,42.68115962992104,,,Yes,Ijara,,,59.025436112219424,,,5,,
TXN004769,CUST4768,Transfer,UK,UAE,,,,,,,,41.30691260004475,,,Yes,Salam,,,69.54713314781753,,,16,,
TXN004770,CUST4769,Transfer,UK,UAE,,,,,,,,39.94975048007584,,,Yes,Murabaha,,,67.7024631886491,,,7,,
TXN004771,CUST4770,Transfer,UK,UAE,,,,,,,,46.01221952667472,,,Yes,Ijara,,,61.90509404275024,,,21,,
TXN004772,CUST4771,Transfer,UK,UAE,,,,,,,,38.313781249888905,,,Yes,Murabaha,,,59.27303452705945,,,5,,
TXN004773,CUST4772,Transfer,UK,UAE,,,,,,,,42.204078106094286,,,Yes,Ijara,,,59.051691412657426,,,22,,
TXN004774,CUST4773,Transfer,UK,UAE,,,,,,,,40.17799020338283,,,Yes,Other,,,63.16619143293222,,,11,,
TXN004775,CUST4774,Transfer,UK,UAE,,,,,,,,47.248343255544256,,,Yes,Murabaha,,,64.43384951515397,,,16,,
TXN004776,CUST4775,Transfer,UK,UAE,,,,,,,,50.352550873205814,,,Yes,Other,,,58.187891401322766,,,22,,
TXN004777,CUST4776,Transfer,UK,UAE,,,,,,,,41.866328886507375,,,Yes,Ijara,,,56.27564224277256,,,13,,
TXN004778,CUST4777,Transfer,UK,UAE,,,,,,,,45.345858984878,,,Yes,Murabaha,,,62.89827111696266,,,2,,
TXN004779,CUST4778,Transfer,UK,UAE,,,,,,,,46.60925088264205,,,Yes,Ijara,,,66.82331383930332,,,12,,
TXN004780,CUST4779,Transfer,UK,UAE,,,,,,,,45.49617572935591,,,Yes,Ijara,,,62.869162898988876,,,12,,
TXN004781,CUST4780,Transfer,UK,UAE,,,,,,,,45.17313822750228,,,Yes,Ijara,,,61.25316080825956,,,10,,
TXN004782,CUST4781,Transfer,UK,UAE,,,,,,,,37.481495644104236,,,Yes,Ijara,,,56.849998119537716,,,13,,
TXN004783,CUST4782,Transfer,UK,UAE,,,,,,,,46.32891596530522,,,Yes,Salam,,,59.33006025016534,,,12,,
TXN004784,CUST4783,Transfer,UK,UAE,,,,,,,,43.87782476415502,,,Yes,Murabaha,,,66.89206489753828,,,19,,
TXN004785,CUST4784,Transfer,UK,UAE,,,,,,,,42.112867888073254,,,Yes,Murabaha,,,56.233959793790646,,,17,,
TXN004786,CUST4785,Transfer,UK,UAE,,,,,,,,42.56569497112044,,,Yes,Murabaha,,,71.36361550877942,,,16,,
TXN004787,CUST4786,Transfer,UK,UAE,,,,,,,,43.57355546940752,,,Yes,Other,,,62.92535569599317,,,17,,
TXN004788,CUST4787,Transfer,UK,UAE,,,,,,,,42.037985032505276,,,Yes,Other,,,54.56832462434055,,,6,,
TXN004789,CUST4788,Transfer,UK,UAE,,,,,,,,41.735262087279054,,,Yes,Murabaha,,,65.01618701938611,,,23,,
TXN004790,CUST4789,Transfer,UK,UAE,,,,,,,,39.8669403338158,,,Yes,Murabaha,,,64.75110816611374,,,18,,
TXN004791,CUST4790,Transfer,UK,UAE,,,,,,,,44.33050621148955,,,Yes,Ijara,,,60.3119098785673,,,11,,
TXN004792,CUST4791,Transfer,UK,UAE,,,,,,,,42.315280648403295,,,Yes,Other,,,67.19651691781169,,,12,,
TXN004793,CUST4792,Transfer,UK,UAE,,,,,,,,40.421283426078176,,,Yes,Ijara,,,59.40073685821405,,,17,,
TXN004794,CUST4793,Transfer,UK,UAE,,,,,,,,43.09331802626111,,,Yes,Murabaha,,,65.65993566586972,,,2,,
TXN004795,CUST4794,Transfer,UK,UAE,,,,,,,,42.92848436113927,,,Yes,Murabaha,,,62.32609965065529,,,13,,
TXN004796,CUST4795,Transfer,UK,UAE,,,,,,,,44.317459187865474,,,Yes,Murabaha,,,61.08206419890308,,,19,,
TXN004797,CUST4796,Transfer,UK,UAE,,,,,,,,42.71035608359553,,,Yes,Ijara,,,69.2149753887015,,,19,,
TXN004798,CUST4797,Transfer,UK,UAE,,,,,,,,44.65046925371767,,,Yes,Other,,,67.41772896203781,,,24,,
TXN004799,CUST4798,Transfer,UK,UAE,,,,,,,,41.980719747381876,,,Yes,Ijara,,,56.96269609825114,,,4,,
TXN004800,CUST4799,Transfer,UK,UAE,,,,,,,,42.19657756257597,,,Yes,Salam,,,64.40150901222414,,,1,,
TXN004801,CUST4800,Transfer,UK,UAE,,,,,,,,43.632682536487685,,,Yes,Ijara,,,71.96726161412259,,,2,,
TXN004802,CUST4801,Transfer,UK,UAE,,,,,,,,43.96143997030725,,,Yes,Ijara,,,69.34442292654967,,,18,,
TXN004803,CUST4802,Transfer,UK,UAE,,,,,,,,46.434850936741014,,,Yes,Other,,,57.953151636818895,,,12,,
TXN004804,CUST4803,Transfer,UK,UAE,,,,,,,,45.94316454009922,,,Yes,Ijara,,,70.47989867518632,,,9,,
TXN004805,CUST4804,Transfer,UK,UAE,,,,,,,,42.6691944774067,,,Yes,Other,,,67.15018598611641,,,5,,
TXN004806,CUST4805,Transfer,UK,UAE,,,,,,,,38.56956887262144,,,Yes,Salam,,,57.25713765875875,,,16,,
TXN004807,CUST4806,Transfer,UK,UAE,,,,,,,,44.85206189219154,,,Yes,Ijara,,,63.53837390242124,,,4,,
TXN004808,CUST4807,Transfer,UK,UAE,,,,,,,,44.38344522777883,,,Yes,Other,,,64.88831069047751,,,20,,
TXN004809,CUST4808,Transfer,UK,UAE,,,,,,,,43.45107178200359,,,Yes,Ijara,,,57.115341268715305,,,3,,
TXN004810,CUST4809,Transfer,UK,UAE,,,,,,,,45.11960065014722,,,Yes,Other,,,66.0304706703594,,,18,,
TXN004811,CUST4810,Transfer,UK,UAE,,,,,,,,41.694258233779614,,,Yes,Ijara,,,74.64878012901823,,,8,,
TXN004812,CUST4811,Transfer,UK,UAE,,,,,,,,38.014926870335636,,,Yes,Other,,,69.32613033840084,,,22,,
TXN004813,CUST4812,Transfer,UK,UAE,,,,,,,,40.176921478458254,,,Yes,Ijara,,,63.309941718281046,,,2,,
TXN004814,CUST4813,Transfer,UK,UAE,,,,,,,,34.109226088706,,,Yes,Salam,,,61.093147322363784,,,12,,
TXN004815,CUST4814,Transfer,UK,UAE,,,,,,,,44.1315081381219,,,Yes,Other,,,64.14194270776501,,,1,,
TXN004816,CUST4815,Transfer,UK,UAE,,,,,,,,42.60192366736586,,,Yes,Other,,,57.62391103191,,,24,,
TXN004817,CUST4816,Transfer,UK,UAE,,,,,,,,45.38210706620327,,,Yes,Other,,,60.11227603832486,,,24,,
TXN004818,CUST4817,Transfer,UK,UAE,,,,,,,,45.06068046320004,,,Yes,Other,,,52.69114592412292,,,21,,
TXN004819,CUST4818,Transfer,UK,UAE,,,,,,,,41.330577579856225,,,Yes,Other,,,64.67279773456698,,,18,,
TXN004820,CUST4819,Transfer,UK,UAE,,,,,,,,40.32645629659106,,,Yes,Ijara,,,60.81249557505542,,,10,,
TXN004821,CUST4820,Transfer,UK,UAE,,,,,,,,40.436752142634575,,,Yes,Murabaha,,,65.59025731419086,,,21,,
TXN004822,CUST4821,Transfer,UK,UAE,,,,,,,,48.54525612237733,,,Yes,Murabaha,,,63.098849907703745,,,8,,
TXN004823,CUST4822,Transfer,UK,UAE,,,,,,,,42.34599336993639,,,Yes,Murabaha,,,57.44597214744099,,,4,,
TXN004824,CUST4823,Transfer,UK,UAE,,,,,,,,41.97962561088008,,,Yes,Murabaha,,,63.502445025083986,,,18,,
TXN004825,CUST4824,Transfer,UK,UAE,,,,,,,,43.67434344824402,,,Yes,Salam,,,58.93264975355366,,,3,,
TXN004826,CUST4825,Transfer,UK,UAE,,,,,,,,38.04050884078205,,,Yes,Ijara,,,70.7771654045156,,,3,,
TXN004827,CUST4826,Transfer,UK,UAE,,,,,,,,41.60837735795686,,,Yes,Salam,,,58.282572518614614,,,12,,
TXN004828,CUST4827,Transfer,UK,UAE,,,,,,,,40.2300589093446,,,Yes,Ijara,,,60.14963140096022,,,19,,
TXN004829,CUST4828,Transfer,UK,UAE,,,,,,,,39.60098868716283,,,Yes,Murabaha,,,57.43201224744634,,,17,,
TXN004830,CUST4829,Transfer,UK,UAE,,,,,,,,42.01356775779648,,,Yes,Salam,,,56.99887810159571,,,23,,
TXN004831,CUST4830,Transfer,UK,UAE,,,,,,,,42.94172074287948,,,Yes,Other,,,62.65031481591623,,,17,,
TXN004832,CUST4831,Transfer,UK,UAE,,,,,,,,39.03518287539301,,,Yes,Salam,,,56.272548974405254,,,22,,
TXN004833,CUST4832,Transfer,UK,UAE,,,,,,,,41.7032206279614,,,Yes,Salam,,,61.560528883556806,,,4,,
TXN004834,CUST4833,Transfer,UK,UAE,,,,,,,,43.03993775572077,,,Yes,Ijara,,,64.65011037075085,,,7,,
TXN004835,CUST4834,Transfer,UK,UAE,,,,,,,,44.154774635736885,,,Yes,Salam,,,60.38177995193482,,,23,,
TXN004836,CUST4835,Transfer,UK,UAE,,,,,,,,41.981473978505974,,,Yes,Ijara,,,51.48534544321155,,,7,,
TXN004837,CUST4836,Transfer,UK,UAE,,,,,,,,43.790094661799884,,,Yes,Murabaha,,,69.16980696144665,,,22,,
TXN004838,CUST4837,Transfer,UK,UAE,,,,,,,,41.743239988294214,,,Yes,Murabaha,,,63.832916677142094,,,7,,
TXN004839,CUST4838,Transfer,UK,UAE,,,,,,,,46.644422158445906,,,Yes,Ijara,,,63.89287013219078,,,8,,
TXN004840,CUST4839,Transfer,UK,UAE,,,,,,,,44.432054019098274,,,Yes,Murabaha,,,61.33968655701,,,19,,
TXN004841,CUST4840,Transfer,UK,UAE,,,,,,,,40.78649057042455,,,Yes,Other,,,66.55446512877252,,,21,,
TXN004842,CUST4841,Transfer,UK,UAE,,,,,,,,41.314020743239006,,,Yes,Other,,,67.18997672545598,,,9,,
TXN004843,CUST4842,Transfer,UK,UAE,,,,,,,,43.9768491661507,,,Yes,Murabaha,,,67.68985447852185,,,24,,
TXN004844,CUST4843,Transfer,UK,UAE,,,,,,,,41.22490232597344,,,Yes,Ijara,,,63.843614993914635,,,22,,
TXN004845,CUST4844,Transfer,UK,UAE,,,,,,,,37.00982981047913,,,Yes,Ijara,,,55.62012407342101,,,9,,
TXN004846,CUST4845,Transfer,UK,UAE,,,,,,,,43.68716688013667,,,Yes,Murabaha,,,64.52586272298697,,,14,,
TXN004847,CUST4846,Transfer,UK,UAE,,,,,,,,41.650081777297004,,,Yes,Other,,,63.83716517475207,,,21,,
TXN004848,CUST4847,Transfer,UK,UAE,,,,,,,,44.83958976389018,,,Yes,Ijara,,,59.7567521892975,,,18,,
TXN004849,CUST4848,Transfer,UK,UAE,,,,,,,,42.92252023271872,,,Yes,Other,,,58.49071952728274,,,9,,
TXN004850,CUST4849,Transfer,UK,UAE,,,,,,,,44.73768189321408,,,Yes,Ijara,,,65.21519180374105,,,5,,
TXN004851,CUST4850,Transfer,UK,UAE,,,,,,,,50.35710475328495,,,Yes,Other,,,62.120816398773904,,,8,,
TXN004852,CUST4851,Transfer,UK,UAE,,,,,,,,46.64623922133113,,,Yes,Murabaha,,,60.54939655289303,,,24,,
TXN004853,CUST4852,Transfer,UK,UAE,,,,,,,,41.74790075589243,,,Yes,Other,,,70.8620301606008,,,4,,
TXN004854,CUST4853,Transfer,UK,UAE,,,,,,,,44.069500945564116,,,Yes,Murabaha,,,65.85770966725744,,,20,,
TXN004855,CUST4854,Transfer,UK,UAE,,,,,,,,43.15283080047984,,,Yes,Salam,,,64.67268169761742,,,14,,
TXN004856,CUST4855,Transfer,UK,UAE,,,,,,,,43.60519862207442,,,Yes,Ijara,,,68.59216140688449,,,17,,
TXN004857,CUST4856,Transfer,UK,UAE,,,,,,,,38.09724449630151,,,Yes,Ijara,,,64.1518940888084,,,21,,
TXN004858,CUST4857,Transfer,UK,UAE,,,,,,,,45.96324203044931,,,Yes,Other,,,58.979471269188984,,,16,,
TXN004859,CUST4858,Transfer,UK,UAE,,,,,,,,35.884162739820994,,,Yes,Other,,,60.55202814733176,,,9,,
TXN004860,CUST4859,Transfer,UK,UAE,,,,,,,,42.74861332802802,,,Yes,Other,,,66.15971356728765,,,5,,
TXN004861,CUST4860,Transfer,UK,UAE,,,,,,,,37.530048202991814,,,Yes,Salam,,,65.6241940108102,,,5,,
TXN004862,CUST4861,Transfer,UK,UAE,,,,,,,,40.689565494620396,,,Yes,Other,,,64.73156715738239,,,6,,
TXN004863,CUST4862,Transfer,UK,UAE,,,,,,,,43.42894213891838,,,Yes,Ijara,,,56.81148999035255,,,6,,
TXN004864,CUST4863,Transfer,UK,UAE,,,,,,,,45.40587332019042,,,Yes,Murabaha,,,66.56677976107477,,,8,,
TXN004865,CUST4864,Transfer,UK,UAE,,,,,,,,45.865973849879644,,,Yes,Murabaha,,,62.17493088610972,,,16,,
TXN004866,CUST4865,Transfer,UK,UAE,,,,,,,,42.22090544773556,,,Yes,Salam,,,65.49970804470425,,,14,,
TXN004867,CUST4866,Transfer,UK,UAE,,,,,,,,45.771549472629516,,,Yes,Murabaha,,,58.349179388573354,,,1,,
TXN004868,CUST4867,Transfer,UK,UAE,,,,,,,,42.61214881514454,,,Yes,Ijara,,,72.33017141232304,,,16,,
TXN004869,CUST4868,Transfer,UK,UAE,,,,,,,,40.66343059080842,,,Yes,Salam,,,63.73747951959014,,,15,,
TXN004870,CUST4869,Transfer,UK,UAE,,,,,,,,43.9199152622503,,,Yes,Other,,,60.41226346367007,,,5,,
